city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Cedarville,Cedarville,CA,California,6049,Modoc,41.528,-120.1748,606,42,polygon,False,False,America/Los_Angeles,3,96104,1840022386
Miranda,Miranda,CA,California,6023,Humboldt,40.2289,-123.8173,605,156,polygon,False,False,America/Los_Angeles,3,95553,1840009298
Catheys Valley,Catheys Valley,CA,California,6043,Mariposa,37.4371,-120.0936,604,9,polygon,False,False,America/Los_Angeles,3,95306,1840022543
Friant,Friant,CA,California,6019,Fresno,36.9848,-119.713,604,186,polygon,False,False,America/Los_Angeles,3,93626,1840017635
Independence,Independence,CA,California,6027,Inyo,36.8274,-118.2132,603,47,polygon,False,False,America/Los_Angeles,3,93526,1840017644
Stinson Beach,Stinson Beach,CA,California,6041,Marin,37.9051,-122.6456,600,160,polygon,False,False,America/Los_Angeles,3,94970,1840018891
Buena Vista,Buena Vista,CA,California,6005,Amador,38.2974,-120.9179,595,141,polygon,False,False,America/Los_Angeles,3,95640,1840022499
Cold Springs,Cold Springs,CA,California,6017,El Dorado,38.7468,-120.8761,582,297,polygon,False,False,America/Los_Angeles,3,95667,1840025638
Madison,Madison,CA,California,6113,Yolo,38.675,-121.9702,581,145,polygon,False,False,America/Los_Angeles,3,95627 95653,1840024602
Shelter Cove,Shelter Cove,CA,California,6023,Humboldt,40.0389,-124.0558,580,38,polygon,False,False,America/Los_Angeles,3,95589,1840025526
Allensworth,Allensworth,CA,California,6107,Tulare,35.8498,-119.3893,575,71,polygon,False,False,America/Los_Angeles,3,93219,1840024864
Desert Shores,Desert Shores,CA,California,6025,Imperial,33.4041,-116.0394,574,317,polygon,False,False,America/Los_Angeles,3,92274,1840019370
Alta,Alta,CA,California,6061,Placer,39.2138,-120.8033,566,91,polygon,False,False,America/Los_Angeles,3,95701,1840025619
River Pines,River Pines,CA,California,6005,Amador,38.5454,-120.7475,566,597,polygon,False,False,America/Los_Angeles,3,95675,1840025657
Newell,Newell,CA,California,6049,Modoc,41.8897,-121.3675,566,90,polygon,False,False,America/Los_Angeles,3,96134,1840024125
Avery,Avery,CA,California,6009,Calaveras,38.1939,-120.379,561,48,polygon,False,False,America/Los_Angeles,3,95233 95224,1840017591
Concow,Concow,CA,California,6007,Butte,39.7733,-121.5196,553,7,polygon,False,False,America/Los_Angeles,3,95965,1840028362
Paradise Park,Paradise Park,CA,California,6087,Santa Cruz,37.0063,-122.0425,550,763,polygon,False,False,America/Los_Angeles,3,95060,1840024797
Scotia,Scotia,CA,California,6023,Humboldt,40.4774,-124.1032,546,282,polygon,False,False,America/Los_Angeles,3,95565,1840009321
San Lucas,San Lucas,CA,California,6053,Monterey,36.1283,-121.0217,543,531,polygon,False,False,America/Los_Angeles,3,93954,1840019022
San Ardo,San Ardo,CA,California,6053,Monterey,36.0237,-120.9074,543,466,polygon,False,False,America/Los_Angeles,3,93450,1840019021
Bridgeport,Bridgeport,CA,California,6051,Mono,38.2562,-119.2123,542,9,polygon,False,False,America/Los_Angeles,3,93517,1840022496
Baker,Baker,CA,California,6071,San Bernardino,35.2769,-116.0718,541,77,polygon,False,False,America/Los_Angeles,3,92309,1840025801
Fort Washington,Fort Washington,CA,California,6019,Fresno,36.8793,-119.7613,540,1681,polygon,False,True,America/Los_Angeles,3,93720,1840075818
Ballico,Ballico,CA,California,6047,Merced,37.4519,-120.7037,538,68,polygon,False,False,America/Los_Angeles,3,95303,1840022556
Graeagle,Graeagle,CA,California,6063,Plumas,39.7572,-120.6486,538,18,polygon,False,False,America/Los_Angeles,3,96103,1840017518
Ballard,Ballard,CA,California,6083,Santa Barbara,34.634,-120.1156,529,173,polygon,False,False,America/Los_Angeles,3,93463,1840022803
Los Berros,Los Berros,CA,California,6079,San Luis Obispo,35.0809,-120.545,528,81,polygon,False,False,America/Los_Angeles,3,93420,1840024939
Lake Hughes,Lake Hughes,CA,California,6037,Los Angeles,34.6833,-118.4588,520,18,polygon,False,False,America/Los_Angeles,3,93532,1840025003
Wilkerson,Wilkerson,CA,California,6027,Inyo,37.2794,-118.3877,519,34,polygon,False,True,America/Los_Angeles,3,93514,1840074765
Lockwood,Lockwood,CA,California,6053,Monterey,35.9412,-121.0802,516,18,polygon,False,False,America/Los_Angeles,3,93426 93932,1840024857
Yettem,Yettem,CA,California,6107,Tulare,36.4866,-119.2549,516,1297,polygon,False,False,America/Los_Angeles,3,93292 93615,1840024886
Round Valley,Round Valley,CA,California,6027,Inyo,37.4067,-118.5819,509,14,polygon,False,False,America/Los_Angeles,3,93514,1840018954
Rough and Ready,Rough and Ready,CA,California,6057,Nevada,39.234,-121.1381,499,60,polygon,False,False,America/Los_Angeles,3,95959 95975,1840026655
Bend,Bend,CA,California,6103,Tehama,40.2561,-122.2095,498,65,polygon,False,False,America/Los_Angeles,3,96080,1840025546
Cowan,Cowan,CA,California,6099,Stanislaus,37.5601,-120.9888,498,1364,polygon,False,True,America/Los_Angeles,3,95358,1840042928
Smith River,Smith River,CA,California,6015,Del Norte,41.9249,-124.1494,498,48,polygon,False,False,America/Los_Angeles,3,95567,1840025511
Potter Valley,Potter Valley,CA,California,6045,Mendocino,39.319,-123.1123,498,47,polygon,False,False,America/Los_Angeles,3,95469,1840026601
Hamilton Branch,Hamilton Branch,CA,California,6063,Plumas,40.2772,-121.0961,495,176,polygon,False,False,America/Los_Angeles,3,96137,1840017520
Smith Corner,Smith Corner,CA,California,6029,Kern,35.4788,-119.2771,486,854,polygon,False,False,America/Los_Angeles,3,93263,1840026946
Onyx,Onyx,CA,California,6029,Kern,35.6839,-118.2102,478,16,polygon,False,False,America/Los_Angeles,3,93255,1840019138
Delleker,Delleker,CA,California,6063,Plumas,39.8101,-120.4969,477,66,polygon,False,False,America/Los_Angeles,3,96122,1840018763
Shaver Lake,Shaver Lake,CA,California,6019,Fresno,37.0971,-119.3245,473,5,polygon,False,False,America/Los_Angeles,3,93664,1840018939
Coleville,Coleville,CA,California,6051,Mono,38.5834,-119.516,464,12,polygon,False,False,America/Los_Angeles,3,96107,1840022498
Mad River,Mad River,CA,California,6105,Trinity,40.4325,-123.4917,458,4,polygon,False,False,America/Los_Angeles,3,95552,1840024176
Clarksburg,Clarksburg,CA,California,6113,Yolo,38.4193,-121.5416,456,86,polygon,False,False,America/Los_Angeles,3,95612,1840022483
West Point,West Point,CA,California,6009,Calaveras,38.4043,-120.5374,454,47,polygon,False,False,America/Los_Angeles,3,95255,1840018872
Carnelian Bay,Carnelian Bay,CA,California,6061,Placer,39.2346,-120.0767,451,134,polygon,False,False,America/Los_Angeles,3,95604 96140,1840025620
Point Arena,Point Arena,CA,California,6045,Mendocino,38.9123,-123.6955,449,127,polygon,False,True,America/Los_Angeles,3,95468,1840020190
Bass Lake,Bass Lake,CA,California,6039,Madera,37.328,-119.5668,449,92,polygon,False,False,America/Los_Angeles,3,93604,1840025723
Diablo,Diablo,CA,California,6013,Contra Costa,37.8408,-121.9565,448,127,polygon,False,False,America/Los_Angeles,3,94506 94528,1840018896
Terminous,Terminous,CA,California,6077,San Joaquin,38.1154,-121.4896,446,176,polygon,False,False,America/Los_Angeles,3,95242,1840026769
McArthur,McArthur,CA,California,6089,Shasta,41.0415,-121.4068,446,171,polygon,False,False,America/Los_Angeles,3,96056 96028,1840017493
Ripley,Ripley,CA,California,6065,Riverside,33.5238,-114.6531,444,100,polygon,False,False,America/Los_Angeles,3,92225,1840025033
French Gulch,French Gulch,CA,California,6089,Shasta,40.7166,-122.6312,433,13,polygon,False,False,America/Los_Angeles,3,96033 96095,1840017494
California Pines,California Pines,CA,California,6049,Modoc,41.4117,-120.6605,431,22,polygon,False,False,America/Los_Angeles,3,96101,1840022384
Oak Glen,Oak Glen,CA,California,6071,San Bernardino,34.0448,-116.9497,430,11,polygon,False,False,America/Los_Angeles,3,92399,1840024933
Bangor,Bangor,CA,California,6007,Butte,39.3761,-121.4117,429,12,polygon,False,False,America/Los_Angeles,3,95966 95901 95914,1840025562
West Goshen,West Goshen,CA,California,6107,Tulare,36.349,-119.4516,427,140,polygon,False,True,America/Los_Angeles,3,93291,1840042852
Coloma,Coloma,CA,California,6017,El Dorado,38.8026,-120.8946,427,49,polygon,False,False,America/Los_Angeles,3,95667 95633 95651,1840022478
Mexican Colony,Mexican Colony,CA,California,6029,Kern,35.4689,-119.2687,423,5138,polygon,False,False,America/Los_Angeles,2,93263,1840026945
Chilcoot-Vinton,Chilcoot-Vinton,CA,California,6063,Plumas,39.8067,-120.1388,422,12,polygon,False,True,America/Los_Angeles,3,96105,1840073908
Robbins,Robbins,CA,California,6101,Sutter,38.8672,-121.7055,421,62,polygon,False,False,America/Los_Angeles,3,95645,1840024526
Meadow Valley,Meadow Valley,CA,California,6063,Plumas,39.9322,-121.0831,420,19,polygon,False,False,America/Los_Angeles,3,95956 95971,1840018765
Spreckels,Spreckels,CA,California,6053,Monterey,36.6247,-121.6465,414,1308,polygon,False,False,America/Los_Angeles,3,93962,1840019017
Beckwourth,Beckwourth,CA,California,6063,Plumas,39.8485,-120.4111,414,13,polygon,False,False,America/Los_Angeles,3,96122,1840017511
Raisin City,Raisin City,CA,California,6019,Fresno,36.6033,-119.9092,414,210,polygon,False,False,America/Los_Angeles,3,93652 93706,1840018941
Forbestown,Forbestown,CA,California,6007,Butte,39.53,-121.2689,413,25,polygon,False,False,America/Los_Angeles,3,95941,1840025568
Lake Almanor Country Club,Lake Almanor Country Club,CA,California,6063,Plumas,40.2578,-121.147,408,57,polygon,False,False,America/Los_Angeles,3,96137,1840028417
Boulevard,Boulevard,CA,California,6073,San Diego,32.664,-116.2896,405,40,polygon,False,False,America/Los_Angeles,3,91905,1840022968
Garden Farms,Garden Farms,CA,California,6079,San Luis Obispo,35.4158,-120.614,403,142,polygon,False,False,America/Los_Angeles,3,93422,1840024938
Martell,Martell,CA,California,6005,Amador,38.3623,-120.8039,400,64,polygon,False,False,America/Los_Angeles,3,95685 95642 95654,1840024636
Sand City,Sand City,CA,California,6053,Monterey,36.6189,-121.8478,399,273,polygon,False,True,America/Los_Angeles,3,93955,1840021633
San Geronimo,San Geronimo,CA,California,6041,Marin,38.0068,-122.6634,399,102,polygon,False,False,America/Los_Angeles,3,94963,1840018886
Grenada,Grenada,CA,California,6093,Siskiyou,41.6406,-122.526,398,297,polygon,False,False,America/Los_Angeles,3,96038,1840017472
June Lake,June Lake,CA,California,6051,Mono,37.7677,-119.1022,390,18,polygon,False,False,America/Los_Angeles,3,93529,1840024629
Orick,Orick,CA,California,6023,Humboldt,41.2909,-124.0692,389,31,polygon,False,False,America/Los_Angeles,3,95555,1840025524
Tonyville,Tonyville,CA,California,6107,Tulare,36.2474,-119.0903,388,2966,polygon,False,False,America/Los_Angeles,2,93247,1840024882
Derby Acres,Derby Acres,CA,California,6029,Kern,35.2439,-119.6039,386,41,polygon,False,False,America/Los_Angeles,3,93224,1840019128
Princeton,Princeton,CA,California,6011,Colusa,39.4029,-122.0212,382,80,polygon,False,False,America/Los_Angeles,3,95970,1840024471
Centerville,Centerville,CA,California,6019,Fresno,36.7361,-119.4961,379,18,polygon,False,False,America/Los_Angeles,3,93657,1840022563
Cantua Creek,Cantua Creek,CA,California,6019,Fresno,36.5001,-120.3164,379,38,polygon,False,False,America/Los_Angeles,3,93608,1840017631
Stirling City,Stirling City,CA,California,6007,Butte,39.9065,-121.5361,374,122,polygon,False,False,America/Los_Angeles,3,95954,1840025574
Tehama,Tehama,CA,California,6103,Tehama,40.0218,-122.1269,373,181,polygon,False,True,America/Los_Angeles,3,96090,1840021411
Meridian,Meridian,CA,California,6101,Sutter,39.1404,-121.9079,371,27,polygon,False,False,America/Los_Angeles,3,95957,1840024523
Davenport,Davenport,CA,California,6087,Santa Cruz,37.0176,-122.1882,368,50,polygon,False,False,America/Los_Angeles,3,95017,1840022570
Lake Almanor Peninsula,Lake Almanor Peninsula,CA,California,6063,Plumas,40.2812,-121.1345,366,46,polygon,False,False,America/Los_Angeles,3,96137,1840028418
Plumas Eureka,Plumas Eureka,CA,California,6063,Plumas,39.7982,-120.6645,364,35,polygon,False,False,America/Los_Angeles,3,96103,1840028419
Mineral,Mineral,CA,California,6103,Tehama,40.3755,-121.5694,359,3,polygon,False,False,America/Los_Angeles,3,96063 96061,1840018760
Edmundson Acres,Edmundson Acres,CA,California,6029,Kern,35.2273,-118.8233,357,2072,polygon,False,False,America/Los_Angeles,2,93203,1840026943
Trinidad,Trinidad,CA,California,6023,Humboldt,41.0589,-124.1434,355,282,polygon,False,True,America/Los_Angeles,3,95570,1840010444
Anchor Bay,Anchor Bay,CA,California,6045,Mendocino,38.8126,-123.5704,352,38,polygon,False,False,America/Los_Angeles,3,95445,1840025580
Manton,Manton,CA,California,6103,Tehama,40.4202,-121.854,350,7,polygon,False,False,America/Los_Angeles,3,96059,1840017506
Rio Oso,Rio Oso,CA,California,6101,Sutter,38.9518,-121.531,350,20,polygon,False,False,America/Los_Angeles,3,95674,1840024525
Nipinnawasee,Nipinnawasee,CA,California,6039,Madera,37.4031,-119.7293,349,43,polygon,False,False,America/Los_Angeles,3,93601,1840026814
Mesa,Mesa,CA,California,6027,Inyo,37.4189,-118.5424,348,38,polygon,False,True,America/Los_Angeles,3,93514,1840074418
Oak Shores,Oak Shores,CA,California,6079,San Luis Obispo,35.7624,-120.9817,348,26,polygon,False,True,America/Los_Angeles,3,93426,1840076002
Dobbins,Dobbins,CA,California,6115,Yuba,39.3657,-121.2127,346,17,polygon,False,False,America/Los_Angeles,3,95962 95935,1840022450
Grangeville,Grangeville,CA,California,6031,Kings,36.3439,-119.7075,346,208,polygon,False,False,America/Los_Angeles,3,93230,1840025771
Cazadero,Cazadero,CA,California,6097,Sonoma,38.5265,-123.0978,340,18,polygon,False,False,America/Los_Angeles,3,95421,1840022488
Cressey,Cressey,CA,California,6047,Merced,37.421,-120.6556,340,74,polygon,False,False,America/Los_Angeles,3,95312 95388,1840022557
Camptonville,Camptonville,CA,California,6115,Yuba,39.4521,-121.0488,339,153,polygon,False,False,America/Los_Angeles,3,95960 95922,1840025600
El Nido,El Nido,CA,California,6047,Merced,37.1324,-120.4985,338,39,polygon,False,False,America/Los_Angeles,3,95317,1840024771
Muir Beach,Muir Beach,CA,California,6041,Marin,37.8654,-122.5858,336,263,polygon,False,False,America/Los_Angeles,3,94965,1840018884
Clipper Mills,Clipper Mills,CA,California,6007,Butte,39.5324,-121.1666,335,74,polygon,False,False,America/Los_Angeles,3,95941 95930,1840025566
Benton,Benton,CA,California,6051,Mono,37.8189,-118.4844,328,4,polygon,False,False,America/Los_Angeles,3,93514 93512,1840022495
Twain,Twain,CA,California,6063,Plumas,40.0355,-121.0404,327,17,polygon,False,False,America/Los_Angeles,3,95984,1840018770
Fiddletown,Fiddletown,CA,California,6005,Amador,38.5091,-120.7605,324,26,polygon,False,False,America/Los_Angeles,3,95685 95629,1840024635
Cromberg,Cromberg,CA,California,6063,Plumas,39.8684,-120.6904,316,13,polygon,False,False,America/Los_Angeles,3,96103,1840017509
Hood,Hood,CA,California,6067,Sacramento,38.3693,-121.5155,313,383,polygon,False,False,America/Los_Angeles,3,95639,1840024627
Nord,Nord,CA,California,6007,Butte,39.774,-121.9549,312,57,polygon,False,False,America/Los_Angeles,3,95973,1840025572
Artois,Artois,CA,California,6021,Glenn,39.6332,-122.1898,311,41,polygon,False,False,America/Los_Angeles,3,95963 95988,1840025587
Jacumba,Jacumba,CA,California,6073,San Diego,32.6278,-116.1826,307,19,polygon,False,False,America/Los_Angeles,3,91934,1840025044
Grimes,Grimes,CA,California,6011,Colusa,39.0742,-121.8988,305,52,polygon,False,False,America/Los_Angeles,3,95950,1840024468
Crows Landing,Crows Landing,CA,California,6099,Stanislaus,37.3947,-121.0843,305,37,polygon,False,False,America/Los_Angeles,3,95360 95313,1840022539
Weott,Weott,CA,California,6023,Humboldt,40.3226,-123.9209,304,156,polygon,False,False,America/Los_Angeles,3,95554 95571,1840009359
Richfield,Richfield,CA,California,6103,Tehama,39.9738,-122.1732,300,211,polygon,False,False,America/Los_Angeles,3,96021,1840026517
Burnt Ranch,Burnt Ranch,CA,California,6105,Trinity,40.811,-123.5082,299,8,polygon,False,False,America/Los_Angeles,3,95527,1840022390
Bombay Beach,Bombay Beach,CA,California,6025,Imperial,33.3548,-115.7307,297,121,polygon,False,False,America/Los_Angeles,3,92257,1840018033
Sierra Brooks,Sierra Brooks,CA,California,6091,Sierra,39.6426,-120.2153,292,82,polygon,False,False,America/Los_Angeles,3,96118,1840028319
Bloomfield,Bloomfield,CA,California,6097,Sonoma,38.3183,-122.8502,292,13,polygon,False,False,America/Los_Angeles,3,94952,1840022485
Keswick,Keswick,CA,California,6089,Shasta,40.6135,-122.4606,289,33,polygon,False,False,America/Los_Angeles,3,96001,1840024203
Point Reyes Station,Point Reyes Station,CA,California,6041,Marin,38.0847,-122.8093,288,30,polygon,False,False,America/Los_Angeles,3,94956,1840018885
Lindcove,Lindcove,CA,California,6107,Tulare,36.3595,-119.0721,287,162,polygon,False,False,America/Los_Angeles,3,93221,1840024871
Pajaro Dunes,Pajaro Dunes,CA,California,6087,Santa Cruz,36.8722,-121.8101,284,42,polygon,False,True,America/Los_Angeles,3,95076,1840076018
Monson,Monson,CA,California,6107,Tulare,36.4927,-119.3358,283,218,polygon,False,False,America/Los_Angeles,3,93618,1840024872
Canby,Canby,CA,California,6049,Modoc,41.4477,-120.8843,282,47,polygon,False,False,America/Los_Angeles,3,96015,1840022385
Yankee Hill,Yankee Hill,CA,California,6007,Butte,39.7007,-121.5147,279,17,polygon,False,False,America/Los_Angeles,3,95965,1840025575
Dorrington,Dorrington,CA,California,6009,Calaveras,38.2949,-120.2706,278,29,polygon,False,False,America/Los_Angeles,3,95223,1840018862
Fall River Mills,Fall River Mills,CA,California,6089,Shasta,41.0069,-121.4401,274,40,polygon,False,False,America/Los_Angeles,3,96028,1840017492
East Nicolaus,East Nicolaus,CA,California,6101,Sutter,38.91,-121.5443,273,23,polygon,False,False,America/Los_Angeles,3,95659,1840024522
Bowles,Bowles,CA,California,6019,Fresno,36.6089,-119.7526,272,275,polygon,False,False,America/Los_Angeles,3,93725,1840017630
Monterey Park Tract,Monterey Park Tract,CA,California,6099,Stanislaus,37.5268,-121.0115,272,2222,polygon,False,True,America/Los_Angeles,2,95307,1840042933
Smartsville,Smartsville,CA,California,6115,Yuba,39.2053,-121.2928,267,143,polygon,False,False,America/Los_Angeles,3,95977,1840026640
Salton Sea Beach,Salton Sea Beach,CA,California,6025,Imperial,33.3759,-116.0115,261,334,polygon,False,False,America/Los_Angeles,3,92274,1840019375
Greenhorn,Greenhorn,CA,California,6063,Plumas,39.903,-120.759,255,14,polygon,False,False,America/Los_Angeles,3,95971,1840028344
Albion,Albion,CA,California,6045,Mendocino,39.2256,-123.7564,254,54,polygon,False,False,America/Los_Angeles,3,95410,1840025579
Trowbridge,Trowbridge,CA,California,6101,Sutter,38.9264,-121.5148,254,14,polygon,False,False,America/Los_Angeles,3,95659 95674,1840024527
Dillon Beach,Dillon Beach,CA,California,6041,Marin,38.2436,-122.956,254,32,polygon,False,False,America/Los_Angeles,3,94929 94971,1840018883
Trinity Village,Trinity Village,CA,California,6105,Trinity,40.8789,-123.5133,253,24,polygon,False,False,America/Los_Angeles,3,95527 95563,1840025530
Fields Landing,Fields Landing,CA,California,6023,Humboldt,40.7249,-124.2176,251,350,polygon,False,False,America/Los_Angeles,3,95551 95503 95537,1840025528
Swall Meadows,Swall Meadows,CA,California,6051,Mono,37.5061,-118.6426,251,21,polygon,False,True,America/Los_Angeles,3,93514,1840076346
Three Rocks,Three Rocks,CA,California,6019,Fresno,36.5051,-120.3936,249,128,polygon,False,False,America/Los_Angeles,3,93608,1840024783
Cassel,Cassel,CA,California,6089,Shasta,40.9213,-121.5514,247,47,polygon,False,False,America/Los_Angeles,3,96016,1840025534
Groveland,Groveland,CA,California,6109,Tuolumne,37.8325,-120.2394,247,9,polygon,False,False,America/Los_Angeles,3,95321 95305,1840026755
Elmira,Elmira,CA,California,6095,Solano,38.3523,-121.9077,244,177,polygon,False,False,America/Los_Angeles,3,95625 95687,1840017585
Hiouchi,Hiouchi,CA,California,6015,Del Norte,41.7936,-124.0662,244,162,polygon,False,False,America/Los_Angeles,3,95531,1840025510
Guinda,Guinda,CA,California,6113,Yolo,38.8275,-122.1985,237,31,polygon,False,False,America/Los_Angeles,3,95637,1840026714
Vallecito,Vallecito,CA,California,6009,Calaveras,38.074,-120.4564,234,10,polygon,False,False,America/Los_Angeles,3,95251,1840018869
Lemon Cove,Lemon Cove,CA,California,6107,Tulare,36.379,-119.0312,232,107,polygon,False,True,America/Los_Angeles,3,93244,1840074315
Vina,Vina,CA,California,6103,Tehama,39.9343,-122.0518,230,65,polygon,False,False,America/Los_Angeles,3,96092,1840026518
Greenview,Greenview,CA,California,6093,Siskiyou,41.5471,-122.9185,229,68,polygon,False,False,America/Los_Angeles,3,96037,1840017471
Dos Palos Y,Dos Palos Y,CA,California,6047,Merced,37.0466,-120.6394,229,56,polygon,False,False,America/Los_Angeles,3,93620,1840024770
Olancha,Olancha,CA,California,6027,Inyo,36.2704,-118.0015,229,11,polygon,False,False,America/Los_Angeles,3,93549,1840018953
Mesa Vista,Mesa Vista,CA,California,6003,Alpine,38.8103,-119.8033,228,18,polygon,False,False,America/Los_Angeles,3,96120,1840028411
Keene,Keene,CA,California,6029,Kern,35.233,-118.6103,228,9,polygon,False,False,America/Los_Angeles,3,93531,1840017821
Lanare,Lanare,CA,California,6019,Fresno,36.4377,-119.9322,226,43,polygon,False,False,America/Los_Angeles,3,93656,1840017636
Lake Almanor West,Lake Almanor West,CA,California,6063,Plumas,40.2336,-121.2021,224,37,polygon,False,False,America/Los_Angeles,3,96020,1840028298
Whitley Gardens,Whitley Gardens,CA,California,6079,San Luis Obispo,35.6571,-120.5068,224,63,polygon,False,False,America/Los_Angeles,3,93446,1840024943
El Portal,El Portal,CA,California,6043,Mariposa,37.6736,-119.799,220,82,polygon,False,False,America/Los_Angeles,3,95318,1840024752
Pescadero,Pescadero,CA,California,6081,San Mateo,37.2507,-122.3725,219,21,polygon,False,False,America/Los_Angeles,3,94060,1840026829
Manchester,Manchester,CA,California,6045,Mendocino,38.9744,-123.6909,218,32,polygon,False,False,America/Los_Angeles,3,95459,1840026599
Desert Center,Desert Center,CA,California,6065,Riverside,33.7378,-115.3666,216,2,polygon,False,False,America/Los_Angeles,3,92239,1840022906
Victor,Victor,CA,California,6077,San Joaquin,38.1385,-121.1987,215,65,polygon,False,False,America/Los_Angeles,3,95240 95253,1840024699
Cherokee Strip,Cherokee Strip,CA,California,6029,Kern,35.4698,-119.2617,214,911,polygon,False,False,America/Los_Angeles,3,93263,1840026942
Samoa,Samoa,CA,California,6023,Humboldt,40.8146,-124.1893,212,97,polygon,False,False,America/Los_Angeles,3,95564,1840026326
Little River,Little River,CA,California,6045,Mendocino,39.2703,-123.7817,212,48,polygon,False,False,America/Los_Angeles,3,95456 95460,1840026598
La Vina,La Vina,CA,California,6039,Madera,36.8799,-120.1147,211,808,polygon,False,False,America/Los_Angeles,3,93637,1840026813
Hornbrook,Hornbrook,CA,California,6093,Siskiyou,41.9079,-122.5596,211,69,polygon,False,False,America/Los_Angeles,3,96044,1840017473
Clear Creek,Clear Creek,CA,California,6035,Lassen,40.3023,-121.0531,210,71,polygon,False,False,America/Los_Angeles,3,96137,1840139955
Richvale,Richvale,CA,California,6007,Butte,39.4937,-121.7507,209,87,polygon,False,False,America/Los_Angeles,3,95965,1840025573
Daphnedale Park,Daphnedale Park,CA,California,6049,Modoc,41.5089,-120.5507,209,60,polygon,False,False,America/Los_Angeles,3,96101,1840028148
Rackerby,Rackerby,CA,California,6007,Butte,39.4261,-121.3542,208,27,polygon,False,True,America/Los_Angeles,3,95966 95914,1840042826
Milford,Milford,CA,California,6035,Lassen,40.1634,-120.3686,206,15,polygon,False,False,America/Los_Angeles,3,96121,1840026366
Litchfield,Litchfield,CA,California,6035,Lassen,40.3877,-120.3809,205,20,polygon,False,False,America/Los_Angeles,3,96117,1840026365
Acampo,Acampo,CA,California,6077,San Joaquin,38.1735,-121.2798,204,84,polygon,False,False,America/Los_Angeles,3,95220,1840026772
Industry,Industry,CA,California,6037,Los Angeles,34.0175,-117.9267,202,6,polygon,False,True,America/Los_Angeles,3,91748 91789 91745 91746 91744 91714 91715,1840019236
Big Creek,Big Creek,CA,California,6019,Fresno,37.2036,-119.2486,198,166,polygon,False,False,America/Los_Angeles,3,93605 93634,1840025729
Taylorsville,Taylorsville,CA,California,6063,Plumas,40.0586,-120.8387,198,23,polygon,False,False,America/Los_Angeles,3,95983,1840018772
Coffee Creek,Coffee Creek,CA,California,6105,Trinity,41.0802,-122.7136,197,6,polygon,False,False,America/Los_Angeles,3,96091,1840028299
Bear Valley,Bear Valley,CA,California,6043,Mariposa,37.5671,-120.1229,197,10,polygon,False,False,America/Los_Angeles,3,95338,1840137638
Yolo,Yolo,CA,California,6113,Yolo,38.7405,-121.8093,193,54,polygon,False,False,America/Los_Angeles,3,95697 95695,1840024603
Fort Bidwell,Fort Bidwell,CA,California,6049,Modoc,41.8629,-120.1589,192,23,polygon,False,False,America/Los_Angeles,3,96112,1840024121
Winterhaven,Winterhaven,CA,California,6025,Imperial,32.7372,-114.6378,192,304,polygon,False,False,America/Phoenix,3,92283,1840019377
Tomales,Tomales,CA,California,6041,Marin,38.247,-122.9054,191,222,polygon,False,False,America/Los_Angeles,3,94971,1840018888
Garey,Garey,CA,California,6083,Santa Barbara,34.8869,-120.3141,191,58,polygon,False,False,America/Los_Angeles,3,93454,1840024982
Iron Horse,Iron Horse,CA,California,6063,Plumas,39.7805,-120.4823,191,9,polygon,False,False,America/Los_Angeles,3,96122,1840028345
Rail Road Flat,Rail Road Flat,CA,California,6009,Calaveras,38.3168,-120.491,191,2,polygon,False,False,America/Los_Angeles,3,95245 95248,1840018866
Amador City,Amador City,CA,California,6005,Amador,38.419,-120.8232,190,236,polygon,False,True,America/Los_Angeles,3,95601 95685,1840018850
Wawona,Wawona,CA,California,6043,Mariposa,37.5482,-119.6395,189,11,polygon,False,False,America/Los_Angeles,3,95389,1840024756
Verdi,Verdi,CA,California,6091,Sierra,39.5237,-120.0164,188,17,polygon,False,False,America/Los_Angeles,3,89439 96111,1840024382
Valley Home,Valley Home,CA,California,6099,Stanislaus,37.8272,-120.9144,185,62,polygon,False,False,America/Los_Angeles,3,95361,1840024711
Elk Creek,Elk Creek,CA,California,6021,Glenn,39.6002,-122.5376,183,48,polygon,False,False,America/Los_Angeles,3,95939,1840025588
Calpine,Calpine,CA,California,6091,Sierra,39.6633,-120.4436,182,98,polygon,False,False,America/Los_Angeles,3,96124,1840022446
Proberta,Proberta,CA,California,6103,Tehama,40.0762,-122.1776,182,49,polygon,False,False,America/Los_Angeles,3,96035 96080 96078,1840026516
Port Costa,Port Costa,CA,California,6013,Contra Costa,38.0446,-122.185,180,438,polygon,False,False,America/Los_Angeles,3,94569,1840018899
Courtland,Courtland,CA,California,6067,Sacramento,38.3329,-121.557,179,38,polygon,False,False,America/Los_Angeles,3,95615,1840022492
Dutch Flat,Dutch Flat,CA,California,6061,Placer,39.208,-120.8345,178,115,polygon,False,False,America/Los_Angeles,3,95714,1840025621
North San Juan,North San Juan,CA,California,6057,Nevada,39.3719,-121.106,178,28,polygon,False,False,America/Los_Angeles,3,95960,1840026654
Fairhaven,Fairhaven,CA,California,6023,Humboldt,40.7885,-124.2013,177,105,polygon,False,False,America/Los_Angeles,3,95564,1840028108
Stevinson,Stevinson,CA,California,6047,Merced,37.3247,-120.8497,177,60,polygon,False,False,America/Los_Angeles,3,95374,1840024774
